"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades"
"M&amp;M","EQ","23-Oct-2020","        604.35","        609.75","        628.00","        605.35","        624.30","        625.15","        616.99","    6421823","          3962177257.55","      99883"
"M&amp;M","EQ","26-Oct-2020","        625.15","        624.95","        625.85","        594.60","        595.90","        597.15","        609.55","    4800537","          2926153522.30","      75262"
"M&amp;M","EQ","27-Oct-2020","        597.15","        600.40","        605.00","        593.50","        596.70","        597.15","        598.73","    5712303","          3420129794.40","     109694"
"M&amp;M","EQ","28-Oct-2020","        597.15","        599.00","        613.00","        594.20","        605.00","        604.15","        604.59","    6811118","          4117903974.50","      95958"
"M&amp;M","EQ","29-Oct-2020","        604.15","        598.20","        604.15","        590.25","        592.50","        591.95","        596.52","    3680984","          2195788175.80","      61542"
"M&amp;M","EQ","30-Oct-2020","        591.95","        592.55","        601.75","        586.80","        594.75","        594.00","        594.00","    4209087","          2500185682.85","      59936"
"M&amp;M","EQ","02-Nov-2020","        594.00","        592.00","        599.90","        589.00","        594.00","        596.05","        594.86","    4085120","          2430073402.75","      65012"
"M&amp;M","EQ","03-Nov-2020","        596.05","        599.30","        605.45","        594.00","        597.00","        595.80","        599.57","    3669816","          2200315766.05","      49826"
"M&amp;M","EQ","04-Nov-2020","        595.80","        597.80","        603.65","        592.00","        597.20","        596.80","        597.30","    2475177","          1478428169.40","      42940"
"M&amp;M","EQ","05-Nov-2020","        596.80","        603.30","        607.40","        599.25","        602.00","        602.10","        602.98","    3794240","          2287855691.75","      60276"
"M&amp;M","EQ","06-Nov-2020","        602.10","        603.00","        619.30","        601.70","        611.95","        613.60","        613.96","    5908936","          3627862892.10","      91685"
"M&amp;M","EQ","09-Nov-2020","        613.60","        621.00","        622.00","        610.20","        615.80","        616.35","        615.72","    3819808","          2351927891.00","      71895"
"M&amp;M","EQ","10-Nov-2020","        616.35","        622.00","        627.70","        611.00","        622.00","        619.95","        619.47","    7876161","          4879084343.15","     115830"
"M&amp;M","EQ","11-Nov-2020","        619.95","        625.00","        644.55","        622.15","        633.70","        633.20","        633.92","    7561527","          4793399085.05","     116110"
"M&amp;M","EQ","12-Nov-2020","        633.20","        633.05","        654.40","        629.50","        634.05","        632.70","        639.33","    6913788","          4420215152.10","      91790"
"M&amp;M","EQ","13-Nov-2020","        632.70","        633.95","        638.95","        628.05","        628.20","        629.85","        633.37","    4107823","          2601787857.35","      62194"
"M&amp;M","EQ","14-Nov-2020","        629.85","        634.50","        634.50","        629.85","        631.60","        631.35","        631.75","     295788","           186864948.20","       7374"
"M&amp;M","EQ","17-Nov-2020","        631.35","        639.00","        646.00","        633.65","        637.00","        637.25","        638.22","    6173551","          3940071198.35","     162897"
"M&amp;M","EQ","18-Nov-2020","        637.25","        637.20","        709.95","        637.00","        703.25","        705.75","        688.83","   32986476","         22722170243.20","     380722"
"M&amp;M","EQ","19-Nov-2020","        705.75","        699.00","        728.40","        692.30","        701.00","        703.90","        712.19","   15336768","         10922724685.65","     210308"
"M&amp;M","EQ","20-Nov-2020","        703.90","        710.00","        718.55","        697.40","        714.10","        715.60","        707.15","    6730897","          4759730458.75","     100102"
"M&amp;M","EQ","23-Nov-2020","        715.60","        716.40","        720.75","        699.00","        705.00","        705.45","        705.55","    4484068","          3163720621.55","      72986"
"M&amp;M","EQ","24-Nov-2020","        705.45","        710.00","        745.50","        706.25","        727.00","        729.35","        730.37","   16121626","         11774780317.35","     251960"
"M&amp;M","EQ","25-Nov-2020","        729.35","        732.00","        732.95","        716.00","        722.00","        719.95","        724.19","    5423034","          3927310978.10","      98354"
"M&amp;M","EQ","26-Nov-2020","        719.95","        722.00","        736.80","        720.00","        729.00","        728.50","        728.36","    6798860","          4951985641.65","     106583"
"M&amp;M","EQ","27-Nov-2020","        728.50","        736.90","        742.95","        711.00","        717.35","        722.00","        726.50","   11302666","          8211377752.70","     119903"
"M&amp;M","EQ","01-Dec-2020","        722.00","        736.40","        736.50","        708.05","        732.60","        734.55","        724.26","    5710611","          4135939764.90","      82903"
"M&amp;M","EQ","02-Dec-2020","        734.55","        734.00","        758.00","        730.55","        752.20","        753.60","        744.08","    6337698","          4715738667.70","      95542"
"M&amp;M","EQ","03-Dec-2020","        753.60","        750.05","        756.35","        743.70","        745.00","        745.85","        749.74","    2957787","          2217583234.60","      52639"
"M&amp;M","EQ","04-Dec-2020","        745.85","        749.10","        764.45","        743.20","        749.00","        750.55","        752.90","    5356456","          4032891220.25","      73487"
"M&amp;M","EQ","07-Dec-2020","        750.55","        750.00","        755.85","        744.05","        752.30","        752.30","        749.27","    3525945","          2641876665.80","      54044"
"M&amp;M","EQ","08-Dec-2020","        752.30","        753.35","        764.00","        743.55","        754.85","        754.00","        753.67","    4333519","          3266052360.05","     103139"
"M&amp;M","EQ","09-Dec-2020","        754.00","        756.80","        762.95","        750.20","        754.00","        755.00","        756.82","    3213975","          2432389791.90","      55382"
"M&amp;M","EQ","10-Dec-2020","        755.00","        745.00","        754.95","        731.05","        736.70","        736.15","        739.20","    3814006","          2819296030.25","      56407"
"M&amp;M","EQ","11-Dec-2020","        736.15","        738.90","        746.70","        722.10","        728.00","        727.55","        734.49","    4197494","          3083017562.85","      88609"
"M&amp;M","EQ","14-Dec-2020","        727.55","        731.65","        737.40","        710.00","        712.75","        711.70","        718.99","    4183639","          3008006651.85","      87675"
"M&amp;M","EQ","15-Dec-2020","        711.70","        710.00","        720.00","        701.00","        717.40","        717.95","        713.19","    5495877","          3919625663.65","     102963"
"M&amp;M","EQ","16-Dec-2020","        717.95","        737.10","        746.25","        726.20","        731.45","        731.95","        736.83","   11262389","          8298436457.90","     169513"
"M&amp;M","EQ","17-Dec-2020","        731.95","        735.10","        738.45","        725.35","        727.90","        730.65","        730.61","    3630553","          2652532448.05","      61575"
"M&amp;M","EQ","18-Dec-2020","        730.65","        726.10","        737.95","        722.55","        734.00","        733.60","        732.69","    6671658","          4888233465.50","      73831"
"M&amp;M","EQ","21-Dec-2020","        733.60","        729.00","        730.00","        660.25","        680.40","        685.95","        698.79","    9130116","          6380026707.65","     148947"
"M&amp;M","EQ","22-Dec-2020","        685.95","        688.80","        699.35","        667.30","        697.70","        695.05","        687.09","    7305751","          5019705597.45","     170349"
"M&amp;M","EQ","23-Dec-2020","        695.05","        693.00","        715.00","        688.25","        712.00","        711.50","        708.38","    4383472","          3105183699.20","      85168"
"M&amp;M","EQ","24-Dec-2020","        711.50","        712.50","        722.55","        700.10","        711.00","        710.90","        709.89","    3373695","          2394937482.00","      68218"
"M&amp;M","EQ","28-Dec-2020","        710.90","        715.40","        718.80","        707.30","        710.70","        710.95","        712.04","    2484872","          1769327134.30","      47547"
"M&amp;M","EQ","29-Dec-2020","        710.95","        714.50","        717.00","        704.00","        706.90","        707.05","        707.96","    2808820","          1988519789.35","      74287"
"M&amp;M","EQ","30-Dec-2020","        707.05","        710.00","        724.30","        704.35","        719.00","        720.70","        713.82","    3219036","          2297803036.95","      63378"
"M&amp;M","EQ","31-Dec-2020","        720.70","        719.75","        725.55","        713.50","        721.05","        720.60","        719.82","    3723205","          2680047147.95","      85033"
"M&amp;M","EQ","01-Jan-2021","        720.60","        725.00","        744.75","        723.00","        731.80","        732.45","        737.58","    9543128","          7038851416.55","     141701"
"M&amp;M","EQ","04-Jan-2021","        732.45","        735.00","        751.00","        727.25","        749.00","        749.10","        739.26","    4547027","          3361430289.35","      75632"
"M&amp;M","EQ","05-Jan-2021","        749.10","        748.00","        748.00","        730.00","        739.00","        740.10","        736.81","    3551554","          2616817598.80","      89301"
"M&amp;M","EQ","06-Jan-2021","        740.10","        741.00","        746.45","        730.45","        733.00","        736.10","        739.57","    3601608","          2663645626.95","      86314"
"M&amp;M","EQ","07-Jan-2021","        736.10","        743.00","        755.00","        740.10","        744.00","        744.40","        748.05","    4063641","          3039798279.85","      82407"
"M&amp;M","EQ","08-Jan-2021","        744.40","        750.00","        772.80","        745.00","        767.00","        770.50","        763.38","    5998381","          4579046016.05","     124731"
